Name,Price,Brand
Y320 - Ascend - 4 - 4 GB - 512 MB RAM - 2 MP Camera - White (Brand Warranty)," 8,300",Huawei
Y520 - Ascend - 4.5 - 4 GB - 512 MB RAM - 1.3 GHz Dual-core - 5 MP Camera - Black (Brand Warranty)," 10,600",Huawei
G750 - Honor 3X - Dual Sim - 5.5 - 16 GB - 2 GB RAM - 13 MP Camera - White (Brand Warranty)," 31,999",Huawei
G750 - Honor 3X - Dual Sim - 5.5 - 16 GB - 2 GB RAM - 13 MP Camera - Black (Brand Warranty)," 31,999",Huawei
Y520 - Ascend - 4.5 - 4 GB - 512 MB RAM - 5 MP Camera - Black (Brand Warranty)," 10,600",Huawei
Y320 - Ascend - 4 Inch - 4GB - 512MB RAM - 2MP Camera - 3G - Black (Brand Warranty)," 8,300",Huawei
Y520 - Ascend - 4.5 - 4 GB - 512 MB RAM - 1.3 GHz Dual-core - 5 MP Camera - White (Brand Warranty)," 8,700",Huawei
Ascend P6 - Dual Sim - 4.7 - 8 GB - 2 GB RAM - 8 MP Camera - White (Brand Warranty)," 29,000",Huawei
GRA-UL00 - P8 - 5.2 - 16 GB HDD - 3 GB RAM - 13 MP Camera - Mystic Champagne (Brand Warranty)," 44,700",Huawei
Y530 - Ascend - 4.5 - 4 GB - 512 MB - 5 MP Camera - White (Brand Warranty)," 13,250",Huawei
MT7-TL10 - Ascend Mate 7 - 6.0 - 16 GB - 3 GB RAM - 1.8 GHz Quad-core - 13 MP Camera - White (Brand Warranty)," 57,000",Huawei
P7-L00 - Ascend P7 - 5.0 - 16 GB - 2 GB RAM - Quad-core 1.8 GHz - 13 MP Camera - Black (Brand Warranty)," 40,999",Huawei
Ascend G6 - Black (Brand Warranty)," 20,000",Huawei
Y530 - Ascend - 4.5 - 4 GB - 512 MB - 5 MP Camera - Black (Brand Warranty)," 14,499",Huawei
G510 - Ascend - Dual Sim - 4.5 - 4 GB - 512 MB RAM - 5 MP Camera - White (Brand Warranty)," 15,500",Huawei
H30-L02 - Honor 3C 4G - 5 - 8 GB - 1 GB RAM - 8 MP Camera - White (Brand Warranty)," 29,500",Huawei
SM-G920F - Galaxy S6 - 5.1 - 32 GB - 3 GB RAM - 1.5 GHz Quad-core - 16 MP Camera - Black (Brand Warranty)," 74,999",Samsung
G850C - Galaxy Alpha - 4.7” - 32 GB - 2GB - 12 MP - Black (Brand Warranty)," 67,104",Samsung
SM-G361H - Galaxy Core Prime - 4.5 - 8 GB - 1 GB RAM - 1.2 GHz Quad-core - 5 MP Camera - Silver (Brand Warranty)," 14,000",Samsung
SM-G361H - Galaxy Core Prime - 4.5 - 8 GB - 1 GB RAM - 1.2 GHz Quad-core - 5 MP Camera - White (Brand Warranty)," 14,000",Samsung
A700F - Galaxy A7 - 5.5 - 16GB HDD - 2GB RAM - 13MP Camera - Black (Brand Warranty)," 49,999",Samsung
A700F - Galaxy A7 - 5.5 - 16 GB HDD - 2 GB RAM - 13 MP Camera - White (Brand Warranty)," 49,999",Samsung
J500H - Galaxy J5 - 5.0 - 8 GB - 1.5 GB RAM - 1.2 GHz Quad Core - 13 MP Camera - Black (Brand Warranty)," 22,450",Samsung
Galaxy A8 - A800F - 5.7 - 32 GB - 2 GB RAM - 1.5 GHz Quad-core - 16 MP Camera - White (Brand Warranty)," 50,999",Samsung
SM-G920FD - Galaxy S6 Duos - 5.1 - 32 GB - 3 GB RAM - 1.5-2.1Ghz Quad-core - 16 MP Camera - Gold (Brand Warranty)," 58,200",Samsung
SM-G928 - Galaxy S6 Edge Plus - 5.7 - 32 GB - 4 GB RAM - 1.5 GHz Quad-core - 16 MP Camera - Silver (Brand Warranty)," 87,299",Samsung
SM-G928F - Galaxy S6 Edge - 5.1 - 32GB - 3GB RAM - 1.5 GHz Quad-core - 16 MP Camera - Black (Brand Warranty)," 67,875",Samsung
Galaxy J5 - J500H - 5 - 8GB HDD - 1.5GB RAM - 13MP Camera - White (Brand Warranty)," 22,445",Samsung
J700H - Galaxy J7 - 5.5 - 16GB - 1.5 GB RAM - 1.4 GHz Quad-core - 13 MP Camera - White (Brand Warranty)," 28,550",Samsung
SM-G925F - Galaxy S6 Edge - 5.1 - 32GB - 3GB RAM - 1.5 GHz Quad-core - 16 MP Camera - White (Brand Warranty)," 70,000",Samsung
SM-G531 - Grand Prime - 5.0 - 8 GB - 1 GB RAM - 1.3 GHz Quad-Core - 8 MP Camera - Golden (Brand Warranty)," 19,999",Samsung
SM-G361H - Galaxy Core Prime - 4.5 - 8 GB - 1 GB RAM - 1.2 GHz Quad-core - 5 MP Camera - Charcoal Grey (Brand Warranty)," 14,000",Samsung
Galaxy A8 - A800F - 5.7 - 32 GB - 2 GB RAM - 1.5 GHz Quad-core - 16 MP Camera - White (Brand Warranty)," 49,500",Samsung
SM-G361H - Galaxy Core Prime - 4.5 - 8 GB - 1 GB RAM - 1.2 GHz Quad-core - 5 MP Camera - Charcoal Grey (Brand Warranty)," 14,070",Samsung
SM-N910C - Galaxy Note 4 - 5.7 - 32 GB HDD - 3 GB RAM - 2.7 Quad-Core Processor - 16 MP - Charcoal Black (Brand Warranty)," 58,200",Samsung
SM-G531 - Grand Prime - 5.0 - 8 GB - 1 GB RAM - 1.3 GHz Quad-Core - 8 MP Camera - White (Brand Warranty)," 19,999",Samsung
G850C - Galaxy Alpha - 4.7 - 32 GB HDD - 2 GB RAM - 12 MP Camera - Black - (Brand Warranty)," 45,000",Samsung
A300F - Galaxy A3 - 4.5 - 16 GB - 1 GB RAM - 1.2 GHz Quad-core - 8 MP Camera - Midnight Black (Brand Warranty)," 29,500",Samsung
J500H - Galaxy J5 - 5.0 - 8 GB - 1.5 GB RAM - 1.2 GHz Quad Core - 13 MP Camera - Black (Brand Warranty)," 22,448",Samsung
J700H - Galaxy J7 - 5.5 - 16 GB - 1.5 GB RAM - 1.4 GHz Quad-core - 13 MP Camera -  Black (Brand Warranty)," 27,299",Samsung
G900H - Galaxy S5 - 5.1 - 16GB HDD - 2 GB RAM - 16 MP Camera - Black (Brand Warranty)," 45,000",Samsung
J700H - Galaxy J7 - 5.5 - 16GB - 1.5 GB RAM - 1.4 GHz Quad-core - 13 MP Camera - White (Brand Warranty)," 27,999",Samsung
SM-G928 - Galaxy S6 Edge Plus - 5.7 - 32 GB - 4 GB RAM - 1.5 GHz Quad-core - 16 MP Camera - Gold (Brand Warranty)," 87,700",Samsung
J700H - Galaxy J7 - 5.5 - 16GB - 1.5 GB RAM - 1.4 GHz Quad-core - 13 MP Camera - White (Brand Warranty)," 27,299",Samsung
Galaxy J5 - J500H - 5 - 8GB HDD - 1.5GB RAM - 13MP Camera - White (Brand Warranty)," 22,445",Samsung
SM-G925F - Galaxy S6 Edge - 5.1 - 32GB - 3GB RAM - 1.5 GHz Quad-core - 16 MP Camera - White (Brand Warranty)," 72,500",Samsung
SM-G355H - Galaxy Core 2 - 4.5 - 4 GB - 768 MB RAM - 1.2 GHz Quad-core - 5 MP Camera - Black (Brand Warranty)," 12,999",Samsung
SM-G530H - Grand Prime - 5.0” - 8 GB - 1 GB RAM - 1.2 GHz Quad-core - 8 MP Camera - Gold (Brand Warranty)," 19,999",Samsung
J700H - Galaxy J7 - 5.5 - 16GB - 1.5 GB RAM - 1.4 GHz Quad-core - 13 MP Camera - White (Brand Warranty)," 27,130",Samsung
SM-N920 - Galaxy Note 5 - 5.7 - 32 GB - 4 GB RAM - 16 MP Camera - 1.5 GHz Quad-core - Black Sapphire (Brand Warranty)," 81,500",Samsung
SM-N910C - Galaxy Note 4 - 5.7 - 32 GB HDD - 3 GB RAM - 2.7 Quad-Core Processor - 16 MP - Charcoal Black (Brand Warranty)," 62,000",Samsung
SM-N910C - Galaxy Note 4 - 5.7 - 32 GB HDD - 3 GB RAM - 2.7 Quad-Core Processor - 16 MP - Frosted White (Brand Warranty)," 62,000",Samsung
Galaxy J5 - J500H - 5 - 8GB HDD - 1.5GB RAM - 13MP Camera - Black (Brand Warranty)," 22,445",Samsung
UYCCA - B360E MID End-White (Brand Warranty)," 5,630",Samsung
SM-G920F - Galaxy S6 - 5.1 - 32 GB - 3 GB RAM - 1.5 GHz Quad-core - 16 MP Camera - Black (Brand Warranty)," 58,649",Samsung
SM-G925F - Galaxy S6 Edge - 5.1 - 32GB - 3GB RAM - 1.5 GHz Quad-core - 16 MP Camera - Black (Brand Warranty)," 72,500",Samsung
SM-G988F - Galaxy S6 Edge - 5.1 - 32GB - 3GB RAM - 1.5 GHz Quad-core - 16 MP Camera - Gold (Brand Warranty)," 72,500",Samsung
SM-G920F - Galaxy S6 - 5.1 - 32 GB - 3 GB RAM - 1.5 GHz Quad-core - 16 MP Camera - Gold (Brand Warranty)," 58,649",Samsung
SM-G920F - Galaxy S6 - 5.1 - 32 GB - 3 GB RAM - 1.5 GHz Quad-core - 16 MP Camera - White (Brand Warranty)," 58,649",Samsung
I9060i - Galaxy Grand Neo Plus - Dual Sim - 5.01 - 8GB HDD - 1 GB RAM - 5 MP Camera - White (Brand Warranty)," 17,200",Samsung
A700F - Galaxy A7 - 5.5 - 16GB HDD - 2GB RAM - 13MP Camera - Black (Brand Warranty)," 42,999",Samsung
SM-G361H - Galaxy Core Prime - 4.5 - 8 GB - 1 GB RAM - 1.2 GHz Quad-core - 5 MP Camera - Silver (Brand Warranty)," 14,070",Samsung
SM-N910C - Galaxy Note 4 - 5.7 - 32 GB HDD - 3 GB RAM - 2.7 Quad-Core Processor - 16 MP - Blossom Pink (Brand Warranty)," 59,000",Samsung
UYCCA - B360E MID End-Dark Brown (Brand Warranty)," 5,630",Samsung
I9060 - Galaxy Grand Neo - 5.01 - 8 GB HDD - 1 GB RAM - 5 MP Camera - Orange (Brand Warranty)," 16,000",Samsung
E1207 - Eider Duos - 1.52 - Grey (Brand Warranty)," 2,500",Samsung
J100H - Galaxy J1 Dual Sim - 4.3 - 4 GB HDD - 512 MB RAM - 5 MP Camera - White (Brand Warranty)," 11,550",Samsung
G900H - Galaxy S5 - 5.1 - 16GB HDD - 2 GB RAM - 16 MP Camera - Shimmery White (Brand Warranty)," 44,500",Samsung
G360G - Galaxy Core Prime - 8GB  - White," 13,900",Samsung
A700F - Galaxy A7 - 5.5 - 16 GB HDD - 2 GB RAM - 13 MP Camera - White (Brand Warranty)," 42,999",Samsung
SM-G920FD - Galaxy S6 Duos - 5.1 - 32 GB HDD - 3 GB RAM - 16 MP Camera - White (Brand Warranty)," 74,999",Samsung
E1207 - Eider Duos - 1.52 - Indigo Blue (Brand Warranty)," 2,500",Samsung
SM-G531 - Grand Prime - 5.0 - 8 GB - 1 GB RAM - 1.3 GHz Quad-Core - 8 MP Camera - Grey (Brand Warranty)," 19,100",Samsung
SM-G900H - Galaxy S5 - 5.1 - 16GB HDD - 2GB RAM - 16 MP Camera - Black + Free Original Sensor S.View Flip Cover (Brand Warranty)," 48,000",Samsung
G900H - Galaxy S5 - 5.1 - 16GB HDD - 2 GB RAM - 16 MP Camera - Electric Blue (Brand Warranty)," 45,570",Samsung
N915G - Galaxy Note 4 Edge - 5.6 - 32GB HDD - 3 GB RAM - 16 MP Camera - Black (Brand Warranty)," 86,750",Samsung
Galaxy A8 - A800F - 5.7 - 32GB HDD - 2GB RAM - 16MP Camera - Black (Brand Warranty)," 49,490",Samsung
SM-G360H - Galaxy Core Prime - 4.5 -  8 GB - 1 GB RAM - 1.2 GHz Quad-core - 5 MP Camera - Silver (Brand Warranty)," 14,999",Samsung
E1207 - Eider Duos - 1.52 - White (Brand Warranty)," 2,500",Samsung
J100F - Galaxy J1 - 4.3 -  4 GB HDD - 512 MB RAM - 5 MP Camera - White (Brand Warranty)," 16,500",Samsung
Galaxy A8 - A800F - 5.7 - 32GB HDD - 2GB RAM - 16MP Camera - White (Brand Warranty)," 49,490",Samsung
J100F - Galaxy J1 - 4.3 -  4 GB HDD - 512 MB RAM - 5 MP Camera - Black (Brand Warranty)," 14,700",Samsung
E500FDS - Galaxy E5 Dual Sim - 5 - 16 GB HDD - 1.5 GB RAM - 8 MP Camera - White (Brand Warranty)," 28,725",Samsung
SM-G900H - Galaxy S5 - 5.1 - 16GB HDD - 2GB RAM - 16 MP Camera - White + Free Original Sensor S.View Flip Cover (Brand Warranty)," 48,000",Samsung
E500FDS - Galaxy E5 Dual Sim - 5 - 16 GB HDD - 1.5 GB RAM - 8 MP Camera - Black (Brand Warranty)," 28,725",Samsung
I9060i - Galaxy Grand Neo Plus - Dual Sim - 5.01 - 8 GB HDD - 1 GB RAM - 5 MP Camera - Black (Brand Warranty)," 16,685",Samsung
SM-G920FD - Galaxy S6 Duos - 5.1 - 32 GB - 3 GB RAM - 1.5-2.1Ghz Quad-core - 16 MP Camera - Gold (Brand Warranty)," 74,999",Samsung
Galaxy A7 - SM-A700H - 5.5 - 16GB HDD - 2GB RAM - 13MP Camera - Champagne Gold," 42,100",Samsung
A700 FD - Galaxy A7 - 5.5 - 16GB - 2GB RAM - 1.8 Quad-core - 13 MP Camera - Gold (Brand Warranty)," 41,500",Samsung
E1207 - Eider Duos - 1.52 - Black (Brand Warranty)," 2,500",Samsung
Galaxy Alpha - G850C White (Brand Warranty)," 67,104",Samsung
G850F - Galaxy Alpha - 4.7 - 32GB - 2GB RAM - 2.5 GHz Quad-core - 12 MP - Charcoal Black (Brand Warranty)," 36,000",Samsung
I9060 - Galaxy Grand Neo - 5.01 - 8 GB - 1 GB RAM - 5 MP Camera - White (Brand Warranty)," 16,000",Samsung
I9060 - Galaxy Grand Neo - 5.01 - 8 GB HDD - 1 GB RAM - 5 MP Camera - Black (Brand Warranty)," 16,000",Samsung
DS B310E Piton - Dual Sim - 2.0 - 80 MB - Blue (Brand Warranty)," 2,500",Samsung
S7262 - Galaxy Star Pro - 4.0 - 4 GB - 512 MB RAM - 2 MP - Green (Brand Warranty)," 7,700",Samsung
G850C - Galaxy Alpha - 4.7 - 32 GB HDD - 2 GB RAM - 12 MP Camera  - White - (Brand Warranty)," 41,000",Samsung
RM-1069 - Lumia 435 - 4 -  8 GB - 1 GB RAM - 1.2 GHz Dual-core - 2 MP Camera - White (Brand Warranty)," 7,080",Microsoft
RM-1099 - Lumia 430 - Dual Sim - 4 - 8 GB - 1 GB RAM - 1.2 GHz Dual-core - 2 MP Camera - Black (Brand Warranty)," 7,190",Microsoft
Lumia 925 - 4.5 - 16 GB - 1 GB RAM - 1.5 GHz Dual-core - 8 MP Camera - Black (Brand Warranty)," 38,500",Microsoft
RM-984 - Lumia 830 - 5 - 16 GB - 1 GB RAM - 10 MP Camera - White (Brand Warranty)," 45,400",Microsoft
RM-984 - Lumia 830 - 5 - 16 GB - 1 GB RAM - 1.2 GHz Quad-core Processor - 10 MP Camera - Black (Brand Warranty)," 45,400",Microsoft
RM-1045 - Lumia 930 - 5.0 - 32 GB - 2 GB RAM - 2.2 GHz Quad-core - 20 MP Camera - White - (Brand Warranty)," 54,200",Microsoft
RM-1045 - Lumia 930 - 5.0 - 32 GB - 2 GB RAM - 2.2 GHz Quad-core - 20 MP Camera - Black - (Brand Warranty)," 54,200",Microsoft
RM-937 - Lumia 1520 - 6.0 - 32 GB - 2 GB RAM - 20 MP Camera - Black (Brand Warranty)," 49,000",Microsoft
RM-941- Lumia 625 - 4.7 - 8 GB HDD - 512 MB RAM - 1.2 GHz Dual-core - 5 MP Camera - White (Brand Warranty)," 22,500",Microsoft
RM-1110 - 215 - Dual Sim - Green (Brand Warranty)," 4,100",Microsoft
RM-1099 - Lumia 430 - Dual Sim - 4 - 8 GB - 1 GB RAM - 1.2 GHz Dual-core - 2 MP Camera - Bright Orange (Brand Warranty)," 7,042",Microsoft
RM-1019 - Lumia 530 Dual Sim - 4.0 - 4 GB - 512 MB RAM - 1.2 GHz Quad-core - 5 MP Camera - White (Brand Warranty)," 10,750",Microsoft
RM-1031 - Lumia 532 - 4.0 -  8 GB - 1 GB RAM - 5 MP Camera - Green (Brand Warranty)," 8,700",Microsoft
RM-1141 - Lumia 540 - Dual Sim - 5 - 8 GB - 1 GB RAM - 1.2 GHz Quad-core - 8 MP Camera - Cyan (Brand Warranty)," 16,250",Microsoft
RM-1090 - Lumia 535 - Dual Sim - 5.0 - 8 GB - 1 GB RAM - 1.2 GHz Quad-core - 5 MP Camera - Gray (Brand Warranty)," 13,000",Microsoft
RM-1011 - 225 - Dual Sim - 2.8 - 2 MP Camera - White (Brand Warranty)," 6,375",Microsoft
RM1067 - Lumia 640XL - Dual Sim - 5.7 - 8 GB - 1 GB RAM - 1.2 GHz Quad-core - 13 MP Camera - White (Brand Warranty)," 22,700",Microsoft
RM-1090 - Lumia 535 - Dual Sim - 5.0 - 8 GB - 1 GB RAM - 1.2 GHz Quad-core - 5 MP Camera - Orange (Brand Warranty)," 14,090",Microsoft
RM-1031 - Lumia 532 - 4.0 -  8 GB - 1 GB RAM - 5 MP Camera - Orange (Brand Warranty)," 8,700",Microsoft
RM-1069 - Lumia 435 - 4 -  8 GB - 1 GB RAM - 1.2 GHz Dual-core - 2 MP Camera - Green (Brand Warranty)," 7,085",Microsoft
RM1040 - Lumia 730 -  Dual Sim - 4.7 - 8 GB - 1 GB RAM - 1.2 GHz Quad-core - 6.7 MP Camera - White (Brand Warranty)," 18,449",Microsoft
Lumia 435 - 8GB - Orange (1 Year Brand Warranty) - With FREE Power Bank Worth Rs2500," 10,350",Microsoft
Lumia 435 - 8GB - Green (1 Year Brand Warranty) - With FREE Power Bank Worth Rs2500," 10,350",Microsoft
Lumia 435 - 8GB - White (1 Year Brand Warranty) - With FREE Power Bank Worth Rs2500," 10,350",Microsoft
Lumia 435 - 8GB - Black (1 Year Brand Warranty) - With FREE Power Bank Worth Rs2500," 10,350",Microsoft
RM-1141 - Lumia 540 - Dual Sim - 5 - 8 GB - 1 GB RAM - 1.2 GHz Quad-core - 8 MP Camera - Cyan (Brand Warranty)," 16,570",Microsoft
RM-1141 - Lumia 540 - Dual Sim - 5 - 8 GB - 1 GB RAM - 1.2 GHz Quad-core - 8 MP Camera - Orange (Brand Warranty)," 16,250",Microsoft
RM-1099 - Lumia 430 - Dual Sim - 4 - 8 GB - 1 GB RAM - 1.2 GHz Dual-core - 2 MP Camera - Bright Orange (Brand Warranty)," 7,950",Microsoft
RM1067 - Lumia 640XL - Dual Sim - 5.7 - 8 GB - 1 GB RAM - 1.2 GHz Quad-core - 13 MP Camera - Cyan (Brand Warranty)," 22,700",Microsoft
RM-1069 - Lumia 435 - 4 -  8 GB - 1 GB RAM - 1.2 GHz Dual-core - 2 MP Camera - Green (Brand Warranty)," 7,950",Microsoft
RM-1031 - Lumia 532 - 4.0 -  8 GB - 1 GB RAM - 5 MP Camera - Orange (Brand Warranty)," 8,700",Microsoft
RM-1090 - Lumia 535 - Dual Sim - 5.0 - 8 GB - 1 GB RAM - 1.2 GHz Quad-core - 5 MP Camera - Gray (Brand Warranty)," 13,900",Microsoft
RM1067 - Lumia 640XL - Dual Sim - 5.7 - 8 GB HDD - 1 GB RAM - 13 MP Camera - White (Brand Warranty)," 20,400",Microsoft
RM-1069 - Lumia 435 - 4 -  8 GB - 1 GB RAM - 1.2 GHz Dual-core - 2 MP Camera - Orange (Brand Warranty)," 7,950",Microsoft
RM-1011 - 225 - Dual Sim - 2.8 - 2 MP Camera - Red (Brand Warranty)," 6,375",Microsoft
RM-1011 - 225 - Dual Sim - 2.8 - 2 MP Camera - Green (Brand Warranty)," 6,375",Microsoft
RM-1019 - Lumia 530 Dual Sim - 4.0 - 4 GB - 512 MB RAM - 1.2 GHz Quad-core - 5 MP Camera - Black (Brand Warranty)," 10,750",Microsoft
RM-984 - Lumia 830 - 5 - 16 GB - 1 GB RAM - 10 MP Camera - White (Brand Warranty)," 42,250",Microsoft
RM1040 - Lumia 730 -  Dual Sim - 4.7 - 8 GB - 1 GB RAM - 1.2 GHz Quad-core - 6.7 MP Camera - White (Brand Warranty)," 18,449",Microsoft
RM-978 - Lumia 630 - Dual-Sim - 4.5 - 8 GB HDD - 512 MB RAM - 1.2 GHz Quad-core - 5 MP Camera - Orange (Brand Warranty)," 13,950",Microsoft
Xtra V140 - 2.4 - Dual SIM - VGA Camera - Black (Brand Warranty)," 1,570",Voice
Xtra V-155 - Silver (Brand Warranty)," 1,860",Voice
Xtra V-750 - Black (Brand Warranty)," 2,999",Voice
Xtra V-165 - Black (Brand Warranty)," 2,100",Voice
V-155 - Xtra - Dual Sim - 2.4 - VGA Camera - Gold (Brand Warranty)," 1,860",Voice
Xtra V-144 - Silver (Brand Warranty)," 1,855",Voice
Xtra V-400 - Black (Brand Warranty)," 2,826",Voice
V-750 - Xtra - Dual Sim - VGA Camera - White (Brand Warranty)," 2,375",Voice
Xtra V-145 - Grey (Brand Warranty)," 1,800",Voice
XTREME V-60 Blue (Brand Warranty)," 11,800",Voice
V-15 - Xtreme - Dual Sim - 3.5 - 4 GB - 512 MB - 1.3 GHz Dual Core - 3.2 MP Camera - Black (Brand Warranty)," 6,800",Voice
Xtra V-165 - White (Brand Warranty)," 2,520",Voice
Xtreme V-15 - White (Brand Warranty)," 6,800",Voice
V-25 - Xtreme - 4.0 - 4 GB - 512 MB RAM - 5 MP Camera - White (Brand Warranty)," 5,985",Voice
V-25 - Xtreme - 4.0 - 4 GB - 512 MB RAM - 5 MP Camera - Black (Brand Warranty)," 5,985",Voice
V-142 - Xtra - Dual Sim - 2.4 - VGA Camera - Blue (Brand Warranty)," 1,850",Voice
Xtra V-470 - Black (Brand Warranty)," 2,470",Voice
Xtra V-185 - Silver (Brand Warranty)," 2,340",Voice
V-90 - Xtreme - 4.7 - 16 GB - 2 GB RAM - 13 MP - Black (Brand Warranty)," 14,725",Voice
V-65 - Xtreme - 4.5 - 4 GB - 1 GB - 8 MP - Black (Brand Warranty)," 8,360",Voice
V-520 - Xtra - Dual Sim - 2.4 - VGA Camera - Black (Brand Warranty)," 2,430",Voice
Xtra V-145 - White (Brand Warranty)," 1,800",Voice
V-540 - Xtra - Dual Sim - 2.4 - VGA Camera - Golden (Brand Warranty)," 2,850",Voice
Xtra V142 - 2.4 - Dual SIM - VGA Camera - White (Brand Warranty)," 1,855",Voice
Xtra V950 - Dual Sim - 2.8 - 2.0 MP Camera - Black (Brand Warranty)," 3,135",Voice
Xtra V-130 - Black (Brand Warranty)," 1,480",Voice
Xtra V-110 - Black (Brand Warranty)," 2,470",Voice
V-175 - Xtra - VGA Camera - Black (Brand Warranty)," 2,850",Voice
Xtreme V-50 - Black (Brand Warranty)," 7,220",Voice
V-440 - Xtra - Dual Sim - 2.4 - VGA Camera - White (Brand Warranty)," 1,670",Voice
V-185 - Xtra - Dual Sim - 2.8 - 0.3 MP Camera - White (Brand Warranty)," 2,340",Voice
V-75 - Xtreme - 5 - 4 GB - 1 GB - 8 MP - White (Brand Warranty)," 9,300",Voice
V-177 - Xtra - Dual Sim - VGA Camera - Black (Brand Warranty)," 2,900",Voice
V-520 - Xtra - Dual Sim - 2.4 - VGA Camera - Silver (Brand Warranty)," 2,430",Voice
V-550 - Xtra - Dual Sim - 2.4 - VGA Camera - Black (Brand Warranty)," 2,800",Voice
Xtra V142 - 2.4 - Dual SIM - VGA Camera - Black (Brand Warranty)," 1,855",Voice
Xtra V-125 - Black (Brand Warranty)," 1,900",Voice
Xtra V-190 - Black (Brand Warranty)," 2,450",Voice
V-90 - Xtreme - 4.7 - 16 GB - 2 GB RAM - 13 MP - White (Brand Warranty)," 14,725",Voice
V-155 - Xtra - Dual Sim - 2.4 - VGA Camera - Black (Brand Warranty)," 1,860",Voice
V-65 - Xtreme - 4.5 - 4 GB - 1 GB - 8 MP - White (Brand Warranty)," 8,360",Voice
V-170 - Xtra - VGA Camera - Black (Brand Warranty)," 2,700",Voice
Xtra V-460 - Grey (Brand Warranty)," 1,760",Voice
Xtra V-144 - Black (Brand Warranty)," 1,855",Voice
Xtra V-130 - White & Silver (Brand Warranty)," 1,475",Voice
V-440 - Xtra - Dual Sim - 2.4 - VGA Camera - Black (Brand Warranty)," 1,670",Voice
V-185 - Xtra - Dual Sim - 2.8 - 0.3 MP Camera - Black (Brand Warranty)," 2,340",Voice
V-118 - Xtra - Dual Sim - 2.4 - Black (Brand Warranty)," 2,620",Voice
V-75 - Xtreme - 5 - 4 GB - 1 GB - 8 MP - Black (Brand Warranty)," 9,300",Voice
Xtra V-160 - Black (Brand Warranty)," 2,100",Voice
Xtra V-145 - Blue (Brand Warranty)," 1,800",Voice
V-550 - Xtra - Dual Sim - 2.4 - VGA Camera - White (Brand Warranty)," 2,800",Voice
X5 - Xtreme - 5.0 - 16 GB - 2 GB RAM - 1.7 GHz Octa Core - 13.0 MP Camera - Grey (Brand Warranty)," 14,740",Voice
V-10i - Xtreme - Dual Sim - 3.5 - 512 MB - 256 MB RAM - 1.3 GHz Dual Core - 3.2 MP Camera - White (Brand Warranty)," 3,750",Voice
Xtreme V70 - 5.0 - 4 GB HDD - 1 GB RAM - 12 MP Camera - Blue (Brand Warranty)," 15,500",Voice
Xtreme X-5 - 5.0 - 16 GB - 2 GB RAM - 1.7 GHz Octa Core - 13.0 MP Camera - White (Brand Warranty)," 14,740",Voice
V-14 - Xtreme - Dual Sim - 3.5 - 4 GB - 512 MB RAM - 1.2 GHz Dual Core - 3.2 MP Camera - Black (Brand Warranty)," 4,180",Voice
V-21 - Xtreme - Dual Sim - 4.0 - 4 GB  - 512 MB RAM - 1.2 GHz Dual Core - 3.2 MP Camera - Black (Brand Warranty)," 8,000",Voice
V-14 - Xtreme - Dual Sim - 3.5 - 4 GB - 512 MB RAM - 1.2 GHz Dual Core - 3.2 MP Camera - White (Brand Warranty)," 4,180",Voice
V-20 - Xtreme - Dual Sim - 4.0 - 4GB - 512 MB RAM  - 1.2 GHz Dual Core - 3.2 MP Camera - White (Brand Warranty)," 4,275",Voice
V-40I - Xtreme - Dual Sim - 4.5 - 4 GB - 512 MB RAM - 1.2 Dual Core - 5 MP Camera - White (Brand Warranty)," 7,150",Voice
V-40 - Xtreme - 4.5 - 4 GB - 512 MB RAM - 8 MP - White (Brand Warranty)," 10,925",Voice
V-22 - Xtreme - Dual Sim - 4.0 - 4 GB - 512 MB - 1.3 GHz Dual Core - 3.2 MP Camera - Black (Brand Warranty)," 8,300",Voice
V-80 - Xtreme - Dual Sim - 5.0 - 4 GB - 1 GB RAM - 1.3 Quad Core - 8 MP Camera - Black (Brand Warranty)," 9,800",Voice
V-70 - Xtreme - 5.0 - Dual Sim - 4GB - 1 GB RAM - 1.2 Ghz Quad Core - 12 MP Camera - Black (Brand Warranty)," 9,300",Voice
V-20 - Xtreme - Dual Sim - 4.0 - 4GB - 512 MB RAM  - 1.2 GHz Dual Core - 3.2 MP Camera - Black (Brand Warranty)," 4,275",Voice
Xtreme V-40I - Black (Brand Warranty)," 7,150",Voice
V-55 - Xtreme - Dual Sim - 4.98 - 4 GB - 512 MB RAM - 1.2 Ghz Dual Core - 5 MP - Blue (Brand Warranty)," 7,220",Voice
V-20 - Xtreme - Dual Sim - 4.0 - 4GB - 512 MB RAM  - 1.2 GHz Dual Core - 3.2 MP Camera - Purple (Brand Warranty)," 4,275",Voice
Xtreme V-22 - White (Brand Warranty)," 8,300",Voice
V-40 - Xtreme - 4.5 - 4 GB - 512 MB RAM - 8 MP - Yellow (Brand Warranty)," 10,925",Voice
Xtreme V-44 - Black (Brand Warranty)," 11,400",Voice
V-55 - Xtreme - Dual Sim - 4.98 - 4 GB - 512 MB RAM - 1.2 Ghz Dual Core - 5 MP - Black (Brand Warranty)," 7,220",Voice
XTREME V-60 Yellow (Brand Warranty)," 11,800",Voice
V-35 - Xtreme - Dual Sim - 4.0 - 4 GB - 512 MB RAM - 1.3 GHz Dual Core - 5 MP Camera - Black (Brand Warranty)," 8,999",Voice
