id,fielders,kind,player_out,odi_no,check
14304,1430,caught,1259,2639,1
14305,1351,caught,1289,2639,1
14306,1321,caught,1182,2639,1
14307,,bowled,1095,2639,1
14308,1404,caught,1150,2639,1
14309,1398,caught,1279,2639,1
14310,,lbw,1351,2639,1
14311,1259,caught,1404,2639,1
14312,1095,caught,1430,2639,1
14313,,bowled,1430,2642,1
14314,,bowled,1351,2642,1
14315,1131,caught,1344,2642,1
14316,1150,caught,1343,2642,1
14317,1259,caught,1321,2642,1
14318,1271,caught,1404,2642,1
14319,1259,caught,1369,2642,1
14320,,bowled,1390,2642,1
14321,,bowled,1323,2642,1
14322,1321,caught,1131,2642,1
14323,,bowled,1150,2642,1
14324,1390,caught,1289,2642,1
14325,1321,caught,1288,2642,1
14326,,bowled,1259,2642,1
14327,1343,caught,1182,2642,1
14328,,lbw,1271,2642,1
14329,1344,caught,1251,2642,1
14330,1321,caught,1140,2642,1
14331,1397,caught,1258,2642,1
14332,938,caught,1930,2658,1
14333,932,caught,2007,2658,1
14334,938,caught,1993,2658,1
14335,932,caught,1944,2658,1
14336,,bowled,1978,2658,1
14337,981,caught,1951,2658,1
14338,958,caught,1952,2658,1
14339,1028,caught,1914,2658,1
14340,994,caught,1947,2658,1
14341,958,run out,1979,2658,1
14342,,caught and bowled,981,2658,1
14343,1952,caught,932,2658,1
14344,2007,caught,958,2658,1
14345,,lbw,1041,2658,1
14346,1951,1991,run out,981,2659,1
14347,,lbw,958,2659,1
14348,1991,caught,1028,2659,1
14349,1951,caught,932,2659,1
14350,1993,caught,994,2659,1
14351,1009,caught,1930,2659,1
14352,981,caught,1993,2659,1
14353,1041,caught,1944,2659,1
14354,,lbw,1991,2659,1
14355,971,caught,1978,2659,1
14356,994,caught,2007,2659,1
14357,,bowled,1930,2660,1
14358,1028,caught,1993,2660,1
14359,994,caught,1944,2660,1
14360,981,caught,1991,2660,1
14361,1022,caught,2007,2660,1
14362,,bowled,1978,2660,1
14363,,bowled,1951,2660,1
14364,981,stumped,1914,2660,1
14365,,bowled,1947,2660,1
14366,971,caught,2010,2660,1
14367,,bowled,19,2674,1
14368,,bowled,2165,2674,1
14369,,bowled,123,2674,1
14370,,bowled,111,2674,1
14371,1041,981,run out,8,2674,1
14372,932,caught,1,2674,1
14373,958,981,run out,155,2674,1
14374,958,981,run out,137,2674,1
14375,,caught and bowled,139,2674,1
14376,,bowled,2157,2674,1
14377,239,caught,1021,2674,1
14378,111,caught,981,2674,1
14379,111,caught,958,2674,1
14380,139,caught,1028,2674,1
14381,1044,caught,111,2677,1
14382,981,caught,2165,2677,1
14383,,lbw,123,2677,1
14384,994,981,run out,8,2677,1
14385,,bowled,137,2677,1
14386,1041,981,run out,19,2677,1
14387,981,caught,155,2677,1
14388,1021,caught,1,2677,1
14389,1028,981,run out,139,2677,1
14390,982,caught,2,2677,1
14391,19,caught,981,2678,1
14392,8,caught,958,2678,1
14393,103,caught,1021,2678,1
14394,103,caught,1028,2678,1
14395,,bowled,932,2678,1
14396,,lbw,1041,2678,1
14397,137,caught,1044,2678,1
14398,19,caught,982,2678,1
14399,2165,caught,994,2678,1
14400,1044,run out,111,2678,1
14401,971,caught,19,2678,1
14402,,lbw,2165,2678,1
14403,,lbw,123,2678,1
14404,994,caught,111,2682,1
14405,,bowled,19,2682,1
14406,982,caught,2165,2682,1
14407,,bowled,123,2682,1
14408,932,caught,137,2682,1
14409,932,caught,239,2682,1
14410,2157,caught,1021,2682,1
14411,111,stumped,981,2682,1
14412,111,caught,1041,2682,1
14413,2157,caught,1028,2682,1
14414,123,run out,932,2682,1
14415,123,caught,994,2682,1
14416,2157,run out,958,2682,1
14417,958,caught,111,2684,1
14418,933,caught,2165,2684,1
14419,,lbw,19,2684,1
14420,1021,caught,123,2684,1
14421,981,stumped,8,2684,1
14422,1041,caught,239,2684,1
14423,981,caught,137,2684,1
14424,123,run out,1021,2684,1
14425,,bowled,981,2684,1
14426,111,caught,958,2684,1
14427,2,caught,1028,2684,1
14428,,lbw,933,2684,1
14429,,bowled,994,2684,1
14430,1430,caught,1894,2612,1
14431,1398,run out,1860,2612,1
14432,1344,caught,1896,2612,1
14433,1404,caught,1905,2612,1
14434,,bowled,1862,2612,1
14435,1313,1344,run out,1897,2612,1
14436,1343,1398,1319,run out,1898,2612,1
14437,1344,run out,1812,2612,1
14438,,lbw,245,2612,1
14439,1319,1344,run out,1864,2612,1
14440,1896,caught,1319,2612,1
14441,,caught and bowled,1430,2612,1
14442,1896,caught,1313,2612,1
14443,,lbw,1343,2612,1
14444,1905,1896,run out,1344,2612,1
14445,1344,caught,1894,2614,1
14446,1344,caught,1860,2614,1
14447,1411,caught,1896,2614,1
14448,1351,caught,1897,2614,1
14449,1344,caught,1905,2614,1
14450,,bowled,1812,2614,1
14451,,bowled,1862,2614,1
14452,1896,caught,1430,2614,1
14453,1898,caught,1351,2614,1
14454,1896,caught,1313,2615,1
14455,1897,caught,1430,2615,1
14456,1896,caught,1390,2615,1
14457,1896,caught,1404,2615,1
14458,245,1896,run out,1411,2615,1
14459,1868,caught,1344,2615,1
14460,1905,caught,1439,2615,1
14461,-3,caught,1343,2615,1
14462,1894,caught,1398,2615,1
14463,1344,caught,1894,2615,1
14464,1344,caught,1860,2615,1
14465,1343,caught,1897,2615,1
14466,1313,caught,1812,2615,1
14467,1430,run out,1905,2615,1
14468,1439,caught,1862,2615,1
14469,,bowled,1801,2615,1
14470,387,caught,255,2638,1
14471,389,caught,258,2638,1
14472,,caught and bowled,264,2638,1
14473,625,caught,184,2638,1
14474,625,caught,60,2638,1
14475,387,caught,252,2638,1
14476,,bowled,248,2638,1
14477,,lbw,260,2638,1
14478,390,run out,512,2638,1
14479,,lbw,249,2638,1
14480,,lbw,391,2638,1
14481,,bowled,389,2638,1
14482,,lbw,255,2640,1
14483,,caught and bowled,264,2640,1
14484,389,caught,184,2640,1
14485,387,caught,60,2640,1
14486,390,caught,252,2640,1
14487,,lbw,248,2640,1
14488,390,run out,547,2640,1
14489,,bowled,512,2640,1
14490,390,caught,249,2640,1
14491,,lbw,391,2640,1
14492,547,caught,390,2640,1
14493,252,caught,389,2640,1
14494,,bowled,387,2640,1
14495,,lbw,375,2640,1
14496,,bowled,368,2640,1
14497,249,run out,299,2640,1
14498,383,caught,372,2641,1
14499,392,caught,248,2641,1
14500,383,caught,258,2641,1
14501,,bowled,255,2641,1
14502,389,caught,60,2641,1
14503,,bowled,252,2641,1
14504,,bowled,547,2641,1
14505,,bowled,264,2641,1
14506,,bowled,512,2641,1
14507,,lbw,260,2641,1
14508,,lbw,391,2641,1
14509,,lbw,389,2641,1
14510,260,caught,390,2641,1
14511,,bowled,383,2641,1
14512,,lbw,375,2641,1
14513,,bowled,368,2641,1
14514,,bowled,299,2641,1
14515,,caught and bowled,392,2641,1
14516,260,caught,466,2641,1
14517,1754,caught,1894,2649,1
14518,1650,run out,1897,2649,1
14519,1754,caught,1896,2649,1
14520,,lbw,1815,2649,1
14521,,lbw,1860,2649,1
14522,1752,caught,1812,2649,1
14523,,bowled,1862,2649,1
14524,,bowled,1819,2649,1
14525,,caught and bowled,1681,2649,1
14526,1896,caught,1765,2649,1
14527,1896,caught,1767,2649,1
14528,,bowled,1730,2649,1
14529,1812,caught,1713,2649,1
14530,,bowled,1647,2649,1
14531,1860,1896,run out,1754,2649,1
14532,1898,caught,1752,2649,1
14533,,bowled,1765,2651,1
14534,,retired hurt,1681,2651,1
14535,1898,run out,1650,2651,1
14536,1815,caught,1730,2651,1
14537,1897,caught,1647,2651,1
14538,1896,caught,1767,2651,1
14539,1812,caught,1754,2651,1
14540,1860,caught,1713,2651,1
14541,1812,caught,1775,2651,1
14542,1801,run out,1743,2651,1
14543,1754,caught,1897,2651,1
14544,1754,caught,1894,2651,1
14545,1767,caught,1815,2651,1
14546,1754,caught,1860,2651,1
14547,,bowled,1896,2651,1
14548,1775,caught,1819,2651,1
14549,1647,caught,1812,2651,1
14550,1754,caught,1862,2651,1
14551,,bowled,1898,2651,1
14552,1754,caught,1801,2651,1
14553,1754,stumped,1860,2654,1
14554,1665,caught,1812,2654,1
14555,1665,caught,1896,2654,1
14556,1647,run out,1894,2654,1
14557,,bowled,1862,2654,1
14558,1754,caught,1819,2654,1
14559,,bowled,1815,2654,1
14560,,bowled,1898,2654,1
14561,1647,run out,1801,2654,1
14562,,bowled,1765,2654,1
14563,1860,caught,1742,2654,1
14564,1812,caught,1730,2654,1
14565,1815,caught,1767,2654,1
14566,1879,caught,1665,2654,1
14567,,bowled,1595,2697,1
14568,1647,caught,1589,2697,1
14569,,bowled,1593,2697,1
14570,1650,caught,1517,2697,1
14571,1646,caught,1478,2697,1
14572,1681,caught,1584,2697,1
14573,,lbw,161,2697,1
14574,,lbw,1765,2697,1
14575,,lbw,1681,2697,1
14576,1589,caught,1766,2697,1
14577,,lbw,1767,2697,1
14578,1517,1589,1478,run out,1647,2697,1
14579,556,caught,1646,2697,1
14580,,bowled,1769,2697,1
14581,1584,caught,1775,2697,1
14582,1517,run out,1635,2697,1
14583,1657,caught,1595,2699,1
14584,1775,caught,1593,2699,1
14585,1766,caught,1589,2699,1
14586,1647,caught,1609,2699,1
14587,,bowled,1584,2699,1
14588,,bowled,1647,2699,1
14589,1609,caught,1681,2699,1
14590,,lbw,1766,2699,1
14591,1769,caught,1589,2701,1
14592,1743,caught,1517,2701,1
14593,1754,caught,1584,2701,1
14594,,caught and bowled,161,2701,1
14595,1754,stumped,1595,2701,1
14596,224,caught,1478,2701,1
14597,,bowled,1609,2701,1
14598,1775,run out,1548,2701,1
14599,1589,caught,1730,2701,1
14600,1589,caught,1657,2701,1
14601,,lbw,2127,2713,1
14602,,bowled,2087,2713,1
14603,1754,caught,1368,2713,1
14604,1681,caught,2076,2713,1
14605,224,caught,1858,2713,1
14606,224,caught,2025,2713,1
14607,,lbw,2140,2713,1
14608,,bowled,2019,2713,1
14609,1858,caught,1733,2713,1
14610,,lbw,1681,2713,1
14611,2025,caught,1766,2713,1
14612,,lbw,1647,2713,1
14613,1858,run out,1675,2713,1
14614,1858,caught,224,2713,1
14615,,bowled,1754,2713,1
14616,1858,caught,1775,2713,1
14617,,bowled,1769,2713,1
14618,1368,caught,1635,2713,1
14619,,lbw,2127,2719,1
14620,1646,caught,2076,2719,1
14621,1681,caught,2087,2719,1
14622,,lbw,1368,2719,1
14623,1733,caught,2025,2719,1
14624,2102,caught,1733,2719,1
14625,2087,caught,1681,2719,1
14626,,bowled,1675,2719,1
14627,2025,caught,1647,2719,1
14628,2140,caught,1646,2719,1
14629,2127,caught,224,2719,1
14630,2029,caught,1769,2719,1
14631,,bowled,1743,2719,1
14632,2029,run out,1681,2724,1
14633,2102,caught,1733,2724,1
14634,2102,caught,1650,2724,1
14635,2111,caught,1766,2724,1
14636,,lbw,1647,2724,1
14637,2102,stumped,1675,2724,1
14638,,caught and bowled,1769,2724,1
14639,,bowled,1754,2724,1
14640,2047,run out,1743,2724,1
14641,,bowled,1635,2724,1
14642,,bowled,2076,2724,1
14643,1733,caught,2087,2724,1
14644,1766,caught,2127,2724,1
14645,1754,caught,2127,2734,1
14646,1754,caught,2076,2734,1
14647,1647,caught,2025,2734,1
14648,,lbw,1368,2734,1
14649,1647,caught,2111,2734,1
14650,1766,caught,2019,2734,1
14651,222,caught,2023,2734,1
14652,1733,caught,2102,2734,1
14653,,lbw,1733,2734,1
14654,2102,caught,1766,2734,1
14655,2019,caught,1681,2734,1
14656,,bowled,1647,2734,1
14657,2025,caught,1676,2734,1
14658,,bowled,1650,2734,1
14659,1743,caught,2127,2736,1
14660,1754,caught,2076,2736,1
14661,1754,caught,2102,2736,1
14662,1754,caught,1368,2736,1
14663,1754,caught,2111,2736,1
14664,1676,caught,2025,2736,1
14665,1743,caught,2023,2736,1
14666,1675,caught,2019,2736,1
14667,2102,caught,1681,2736,1
14668,2019,caught,1766,2736,1
14669,,lbw,1733,2736,1
14670,2047,caught,1650,2736,1
14671,2023,caught,1647,2736,1
14672,2102,stumped,1675,2736,1
14673,2025,caught,1754,2736,1
14674,,bowled,1743,2736,1
14675,2127,caught,1732,2736,1
14676,2019,caught,1669,2736,1
14677,1361,caught,1930,2690,1
14678,1344,caught,1980,2690,1
14679,,lbw,1944,2690,1
14680,1351,caught,1978,2690,1
14681,1390,caught,1993,2690,1
14682,1323,caught,1967,2690,1
14683,,lbw,1949,2690,1
14684,1430,caught,2010,2690,1
14685,,lbw,1979,2690,1
14686,1344,caught,1983,2690,1
14687,,lbw,1351,2690,1
14688,,bowled,1993,2691,1
14689,1390,caught,1944,2691,1
14690,,lbw,1961,2691,1
14691,1344,caught,1980,2691,1
14692,1430,caught,1967,2691,1
14693,1343,1344,run out,1994,2691,1
14694,1344,caught,2010,2691,1
14695,1351,caught,1978,2691,1
14696,1390,1397,1344,run out,1949,2691,1
14697,1361,caught,1947,2691,1
14698,,lbw,1351,2691,1
14699,,caught and bowled,1305,2691,1
14700,,bowled,1430,2691,1
14701,1344,caught,1993,2692,1
14702,1344,caught,1980,2692,1
14703,1305,caught,1944,2692,1
14704,1430,caught,1961,2692,1
14705,,bowled,1978,2692,1
14706,1343,1344,run out,1967,2692,1
14707,,bowled,1994,2692,1
14708,1344,caught,2010,2692,1
14709,1344,caught,1947,2692,1
14710,1344,caught,1949,2692,1
14711,1944,caught,1351,2692,1
14712,,lbw,1409,2692,1
14713,,bowled,1344,2692,1
14714,,bowled,253,2725,1
14715,185,caught,184,2725,1
14716,,lbw,594,2725,1
14717,291,caught,258,2725,1
14718,,lbw,255,2725,1
14719,,bowled,264,2725,1
14720,,bowled,265,2725,1
14721,,bowled,371,2725,1
14722,,lbw,897,2725,1
14723,260,caught,304,2725,1
14724,,bowled,291,2725,1
14725,547,caught,284,2725,1
14726,264,caught,294,2725,1
14727,691,caught,185,2725,1
14728,260,run out,854,2725,1
14729,264,stumped,164,2725,1
14730,,bowled,1667,2725,1
14731,,run out,1268,2725,1
14732,454,caught,391,2741,1
14733,,lbw,379,2741,1
14734,454,caught,387,2741,1
14735,,caught and bowled,389,2741,1
14736,,bowled,625,2741,1
14737,,bowled,368,2741,1
14738,,bowled,383,2741,1
14739,479,454,run out,375,2741,1
14740,,bowled,54,2741,1
14741,,lbw,360,2753,1
14742,,lbw,359,2753,1
14743,479,caught,1019,2738,1
14744,454,caught,444,2738,1
14745,54,caught,1436,2738,1
14746,,caught and bowled,435,2738,1
14747,,bowled,906,2738,1
14748,454,stumped,430,2738,1
14749,478,572,run out,433,2738,1
14750,467,caught,348,2738,1
14751,467,caught,168,2738,1
14752,,bowled,159,2738,1
14753,1019,caught,54,2738,1
14754,,lbw,472,2738,1
14755,,caught and bowled,454,2738,1
14756,,lbw,457,2738,1
14757,,bowled,54,2739,1
14758,,bowled,472,2739,1
14759,342,stumped,467,2739,1
14760,342,stumped,454,2739,1
14761,342,caught,469,2739,1
14762,,lbw,457,2739,1
14763,,lbw,474,2739,1
14764,359,caught,479,2739,1
14765,358,caught,446,2739,1
14766,,bowled,360,2739,1
14767,,bowled,342,2739,1
14768,446,caught,359,2739,1
14769,356,caught,246,2766,1
14770,360,caught,1860,2766,1
14771,,bowled,1815,2766,1
14772,358,caught,1862,2766,1
14773,,bowled,1896,2766,1
14774,,bowled,1819,2766,1
14775,359,caught,245,2766,1
14776,1320,caught,1812,2766,1
14777,1898,caught,342,2766,1
14778,1815,caught,359,2766,1
14779,1879,caught,360,2766,1
14780,1896,stumped,1320,2766,1
14781,1815,caught,341,2766,1
14782,,caught and bowled,632,2766,1
14783,1879,caught,2030,2766,1
14784,1896,caught,358,2766,1
14785,,lbw,339,2766,1
14786,1815,run out,678,2766,1
14787,1896,run out,1263,2662,1
14788,1862,caught,1226,2662,1
14789,1860,caught,1289,2662,1
14790,1864,caught,1288,2662,1
14791,1894,caught,1259,2662,1
14792,1150,caught,1860,2662,1
14793,1289,caught,1894,2662,1
14794,,lbw,1896,2662,1
14795,1150,stumped,1897,2662,1
14796,,bowled,1815,2662,1
14797,,lbw,1862,2662,1
14798,1226,caught,1812,2662,1
14799,1150,caught,1894,2663,1
14800,1182,caught,1815,2663,1
14801,,bowled,1860,2663,1
14802,1259,caught,1897,2663,1
14803,1289,caught,1812,2663,1
14804,1150,caught,1896,2663,1
14805,1119,caught,1905,2663,1
14806,,bowled,1862,2663,1
14807,1896,caught,1263,2663,1
14808,1879,run out,1226,2663,1
14809,1894,run out,1289,2663,1
14810,1896,stumped,1259,2663,1
14811,1897,caught,1182,2663,1
14812,1897,caught,1263,2665,1
14813,,lbw,1289,2665,1
14814,1815,caught,1226,2665,1
14815,1905,run out,1259,2665,1
14816,,caught and bowled,1288,2665,1
14817,1860,caught,1251,2665,1
14818,1812,caught,1182,2665,1
14819,1815,caught,1150,2665,1
14820,1801,caught,1271,2665,1
14821,1150,caught,1894,2665,1
14822,1289,caught,1860,2665,1
14823,1290,1150,run out,1896,2665,1
14824,1150,stumped,1897,2665,1
14825,1259,caught,1905,2665,1
14826,1182,caught,1815,2665,1
14827,,lbw,1819,2665,1
14828,,lbw,1894,2667,1
14829,,lbw,1860,2667,1
14830,,caught and bowled,1905,2667,1
14831,,lbw,1897,2667,1
14832,,caught and bowled,1896,2667,1
14833,,bowled,1815,2667,1
14834,213,stumped,1812,2667,1
14835,1259,1251,run out,1801,2667,1
14836,,bowled,1879,2667,1
14837,734,213,run out,1819,2667,1
14838,1801,caught,1226,2667,1
14839,1905,caught,1152,2667,1
14840,1812,1896,run out,1259,2667,1
14841,,caught and bowled,1860,2669,1
14842,1233,213,run out,1894,2669,1
14843,1233,caught,1896,2669,1
14844,1155,caught,1905,2669,1
14845,,lbw,1815,2669,1
14846,213,stumped,1812,2669,1
14847,,bowled,1897,2669,1
14848,213,1259,run out,1801,2669,1
14849,,bowled,1879,2669,1
14850,,bowled,1864,2669,1
14851,1819,caught,1226,2669,1
14852,1860,caught,1289,2669,1
14853,,bowled,1155,2669,1
14854,500,caught,1961,2711,1
14855,1102,run out,1993,2711,1
14856,1102,caught,1967,2711,1
14857,1102,run out,1944,2711,1
14858,,caught and bowled,2005,2711,1
14859,499,caught,1947,2711,1
14860,1102,stumped,1951,2711,1
14861,1102,run out,1995,2711,1
14862,1993,caught,507,2711,1
14863,,lbw,1461,2711,1
14864,2005,caught,1102,2711,1
14865,1979,caught,1265,2711,1
14866,1967,caught,500,2711,1
14867,,bowled,828,2711,1
14868,1951,caught,502,2711,1
14869,,caught and bowled,1587,2711,1
14870,1967,caught,499,2711,1
14871,,bowled,190,2711,1
14872,626,caught,1263,2712,1
14873,331,caught,1259,2712,1
14874,1096,caught,1288,2712,1
14875,626,stumped,1289,2712,1
14876,,lbw,1182,2712,1
14877,,caught and bowled,1251,2712,1
14878,331,191,run out,213,2712,1
14879,-3,caught,1271,2712,1
14880,335,caught,1279,2712,1
14881,1210,caught,156,2712,1
14882,,bowled,157,2712,1
14883,,bowled,158,2712,1
14884,,bowled,331,2712,1
14885,,bowled,626,2712,1
14886,,retired hurt,624,2712,1
14887,,lbw,327,2712,1
14888,213,run out,191,2712,1
14889,,lbw,1223,2712,1
14890,1182,caught,335,2712,1
14891,,bowled,1512,2715,1
14892,,bowled,1517,2715,1
14893,1967,caught,1589,2715,1
14894,1951,caught,1584,2715,1
14895,1947,caught,161,2715,1
14896,1993,caught,1596,2715,1
14897,1944,caught,1532,2715,1
14898,1993,caught,1478,2715,1
14899,1944,caught,1545,2715,1
14900,1589,caught,1961,2715,1
14901,1589,caught,1944,2715,1
14902,,bowled,1993,2715,1
14903,1589,stumped,1967,2715,1
14904,,caught and bowled,1951,2715,1
14905,,bowled,1950,2715,1
14906,1512,caught,2005,2715,1
14907,157,caught,845,2716,1
14908,329,caught,609,2716,1
14909,335,run out,819,2716,1
14910,157,caught,800,2716,1
14911,,lbw,156,2716,1
14912,600,stumped,327,2716,1
14913,600,stumped,331,2716,1
14914,,caught and bowled,626,2716,1
14915,600,stumped,158,2716,1
14916,846,773,run out,157,2716,1
14917,773,caught,191,2716,1
14918,600,846,run out,329,2716,1
14919,,bowled,1096,2716,1
14920,600,caught,335,2716,1
14921,,lbw,1589,2718,1
14922,748,run out,1517,2718,1
14923,1102,caught,161,2718,1
14924,1461,caught,1584,2718,1
14925,502,caught,1595,2718,1
14926,1102,caught,1478,2718,1
14927,1102,caught,1548,2718,1
14928,1461,caught,1609,2718,1
14929,499,caught,1532,2718,1
14930,161,run out,500,2718,1
14931,1589,caught,1461,2718,1
14932,1609,caught,1102,2718,1
14933,1589,caught,499,2718,1
14934,,lbw,502,2718,1
14935,,lbw,1265,2718,1
14936,1517,caught,794,2718,1
14937,1589,stumped,802,2718,1
14938,,lbw,190,2718,1
14939,,lbw,748,2718,1
14940,800,caught,1263,2717,1
14941,,retired hurt,1259,2717,1
14942,800,caught,1289,2717,1
14943,846,692,run out,1288,2717,1
14944,600,caught,1251,2717,1
14945,1182,caught,609,2717,1
14946,1119,caught,800,2717,1
14947,1289,caught,845,2717,1
14948,1263,caught,874,2717,1
14949,756,caught,1961,2721,1
14950,756,caught,1944,2721,1
14951,600,caught,1993,2721,1
14952,,bowled,1967,2721,1
14953,600,caught,1951,2721,1
14954,756,caught,2005,2721,1
14955,,bowled,856,2721,1
14956,1914,caught,819,2721,1
14957,1947,caught,609,2721,1
14958,,lbw,1512,2723,1
14959,1182,caught,1517,2723,1
14960,1289,caught,161,2723,1
14961,213,caught,1584,2723,1
14962,,bowled,1589,2723,1
14963,1286,caught,1548,2723,1
14964,,bowled,1478,2723,1
14965,,bowled,1263,2723,1
14966,1545,caught,1289,2723,1
14967,,lbw,1288,2723,1
14968,1589,stumped,1259,2723,1
14969,-3,caught,1251,2723,1
14970,,lbw,1210,2723,1
14971,,bowled,1182,2723,1
14972,,bowled,213,2723,1
14973,1532,caught,1140,2723,1
14974,1993,caught,1512,2726,1
14975,1944,caught,1517,2726,1
14976,2005,caught,161,2726,1
14977,,lbw,1584,2726,1
14978,1967,run out,1478,2726,1
14979,,bowled,1589,2726,1
14980,,bowled,1548,2726,1
14981,1967,caught,1596,2726,1
14982,1478,caught,1993,2726,1
14983,1478,caught,1944,2726,1
14984,161,556,run out,1961,2726,1
14985,1517,caught,1951,2726,1
14986,,lbw,2005,2726,1
14987,1517,caught,1967,2726,1
14988,-3,caught,1950,2726,1
14989,,bowled,2010,2726,1
14990,1584,caught,1947,2726,1
14991,1517,caught,1914,2726,1
14992,1251,caught,609,2730,1
14993,213,caught,845,2730,1
14994,1263,caught,800,2730,1
14995,213,caught,874,2730,1
14996,1094,caught,819,2730,1
14997,1226,caught,773,2730,1
14998,213,caught,600,2730,1
14999,609,600,run out,1263,2730,1
15000,,retired hurt,1226,2730,1
15001,,bowled,1288,2730,1
15002,600,caught,1589,2732,1
15003,600,caught,1512,2732,1
15004,609,caught,1517,2732,1
15005,,lbw,161,2732,1
15006,846,caught,1478,2732,1
15007,846,600,run out,1584,2732,1
15008,609,caught,1609,2732,1
15009,609,600,run out,1548,2732,1
15010,1488,caught,845,2732,1
15011,,lbw,609,2732,1
15012,1512,1589,run out,800,2732,1
15013,,bowled,600,2732,1
15014,1259,caught,1961,2733,1
15015,1182,caught,1944,2733,1
15016,1140,caught,1967,2733,1
15017,1289,caught,1993,2733,1
15018,1289,caught,2005,2733,1
15019,1226,213,run out,1951,2733,1
15020,1182,caught,1950,2733,1
15021,,lbw,1947,2733,1
15022,,bowled,2010,2733,1
15023,213,stumped,1914,2733,1
15024,800,run out,1589,2735,1
15025,819,caught,1517,2735,1
15026,800,caught,161,2735,1
15027,,bowled,1584,2735,1
15028,247,caught,1512,2735,1
15029,600,caught,1478,2735,1
15030,,bowled,1596,2735,1
15031,,lbw,1548,2735,1
15032,,bowled,556,2735,1
15033,600,caught,1545,2735,1
15034,1478,caught,609,2735,1
15035,1589,stumped,845,2735,1
15036,,bowled,874,2735,1
15037,,bowled,800,2735,1
15038,,lbw,819,2735,1
15039,,lbw,856,2735,1
15040,1517,caught,777,2735,1
15041,,bowled,846,2735,1
15042,1589,caught,600,2735,1
15043,,bowled,247,2735,1
15044,1952,caught,2019,2758,1
15045,1994,caught,1368,2758,1
15046,,bowled,2076,2758,1
15047,1947,caught,2023,2758,1
15048,,bowled,1858,2758,1
15049,,bowled,2140,2758,1
15050,,caught and bowled,2029,2758,1
15051,,bowled,2025,2758,1
15052,,lbw,1952,2758,1
15053,1796,caught,1993,2758,1
15054,,lbw,1944,2758,1
15055,1374,caught,1978,2758,1
15056,1374,run out,2005,2758,1
15057,1858,caught,1994,2758,1
15058,2023,caught,1967,2758,1
15059,,caught and bowled,2010,2758,1
15060,1368,caught,1960,2758,1
15061,1368,caught,1979,2758,1
15062,2023,caught,1993,2760,1
15063,2025,caught,1952,2760,1
15064,2140,caught,1944,2760,1
15065,1858,caught,1930,2760,1
15066,,lbw,1978,2760,1
15067,2127,caught,2005,2760,1
15068,1368,caught,2010,2760,1
15069,2127,caught,1994,2760,1
15070,,lbw,1960,2760,1
15071,1858,caught,1947,2760,1
15072,,lbw,2127,2760,1
15073,1994,stumped,1368,2760,1
15074,,bowled,2076,2762,1
15075,1947,1994,run out,2127,2762,1
15076,2005,run out,1368,2762,1
15077,1944,run out,2023,2762,1
15078,2005,caught,1858,2762,1
15079,2140,caught,1930,2762,1
15080,1368,caught,1944,2762,1
15081,,bowled,2005,2762,1
15082,2025,caught,1978,2762,1
15083,,bowled,1950,2762,1
15084,,lbw,1994,2762,1
15085,2023,caught,1914,2762,1
15086,1374,caught,1993,2762,1
15087,,bowled,2010,2762,1
15088,,bowled,609,2742,1
15089,,lbw,464,2742,1
15090,1584,caught,800,2742,1
15091,,bowled,874,2742,1
15092,1517,caught,819,2742,1
15093,1517,caught,600,2742,1
15094,,lbw,777,2742,1
15095,1548,caught,666,2742,1
15096,1589,caught,627,2742,1
15097,,bowled,779,2742,1
15098,777,caught,1512,2742,1
15099,,caught and bowled,1589,2742,1
15100,,bowled,1589,2745,1
15101,874,caught,1517,2745,1
15102,600,caught,161,2745,1
15103,464,caught,1584,2745,1
15104,,lbw,1512,2745,1
15105,550,caught,1478,2745,1
15106,464,caught,1548,2745,1
15107,550,caught,1532,2745,1
15108,,caught and bowled,556,2745,1
15109,464,caught,1488,2745,1
15110,1589,caught,777,2745,1
15111,,lbw,800,2745,1
15112,,lbw,874,2745,1
15113,161,caught,464,2745,1
15114,,lbw,819,2745,1
15115,,bowled,600,2745,1
15116,,lbw,627,2745,1
15117,1584,run out,464,2750,1
15118,,lbw,609,2750,1
15119,1517,caught,874,2750,1
15120,1596,caught,550,2750,1
15121,1478,1589,run out,800,2750,1
15122,161,caught,819,2750,1
15123,1589,caught,627,2750,1
15124,1517,caught,600,2750,1
15125,1545,caught,666,2750,1
15126,600,caught,1512,2750,1
15127,,lbw,1589,2750,1
15128,,lbw,161,2750,1
15129,,lbw,1584,2750,1
15130,600,caught,1478,2750,1
15131,,bowled,1596,2750,1
15132,,lbw,1532,2750,1
15133,,bowled,1548,2750,1
15134,692,caught,1517,2750,1
15135,,bowled,1545,2750,1
15136,756,caught,1512,2756,1
15137,609,caught,1610,2756,1
15138,,lbw,1595,2756,1
15139,609,caught,1589,2756,1
15140,874,caught,1517,2756,1
15141,846,caught,161,2756,1
15142,1589,caught,609,2756,1
15143,,lbw,464,2756,1
15144,1488,caught,800,2756,1
15145,,lbw,819,2756,1
15146,,bowled,874,2756,1
15147,,bowled,600,2756,1
15148,1610,caught,777,2756,1
15149,,lbw,666,2756,1
15150,1517,caught,846,2756,1
15151,1532,caught,756,2756,1
15152,1994,caught,1226,2696,1
15153,1994,caught,1289,2696,1
15154,1994,caught,1263,2696,1
15155,1980,caught,1259,2696,1
15156,1994,caught,1182,2696,1
