id,fielders,kind,player_out,odi_no,check
3787,256,caught,1509,3387,0
3788,658,caught,1480,3387,0
3789,240,caught,1550,3387,0
3790,587,caught,1593,3385,0
3791,1765,caught,1517,3385,0
3792,,bowled,662,3385,0
3793,,bowled,670,3385,0
3794,1765,caught,1551,3385,0
3795,799,caught,1549,3385,0
3796,587,caught,1532,3385,0
3797,587,caught,574,3385,0
3798,546,caught,1681,3385,0
3799,,caught and bowled,799,3385,0
3800,1517,caught,1767,3385,0
3801,,lbw,1765,3385,0
3802,670,caught,1770,3385,0
3803,1589,caught,224,3385,0
3804,,caught and bowled,1769,3385,0
3805,1549,caught,587,3385,0
3806,,bowled,1097,3385,0
3807,587,caught,606,3383,0
3808,1754,caught,819,3383,0
3809,1769,caught,800,3383,0
3810,1754,caught,658,3383,0
3811,799,caught,256,3383,0
3812,1765,1647,run out,240,3383,0
3813,1769,caught,464,3383,0
3814,658,caught,1681,3383,0
3815,543,caught,587,3383,0
3816,658,caught,1767,3383,0
3817,543,caught,224,3383,0
3818,800,caught,799,3383,0
3819,776,caught,1754,3383,0
3820,,lbw,1647,3383,0
3821,,lbw,1769,3383,0
3822,247,caught,223,3383,0
3823,,bowled,222,3383,0
3824,968,caught,1517,3382,0
3825,1551,caught,819,3382,0
3826,1593,caught,606,3382,0
3827,1550,caught,464,3382,0
3828,,bowled,256,3382,0
3829,1589,stumped,658,3382,0
3830,1550,1517,1551,run out,800,3382,0
3831,1550,caught,543,3382,0
3832,,bowled,1457,3382,0
3833,1589,caught,247,3382,0
3834,,bowled,968,3382,0
3835,,caught and bowled,606,3380,0
3836,1681,caught,464,3380,0
3837,,caught and bowled,658,3380,0
3838,799,caught,819,3380,0
3839,1754,caught,800,3380,0
3840,,bowled,600,3380,0
3841,,bowled,240,3380,0
3842,800,caught,1681,3380,0
3843,,lbw,1765,3380,0
3844,,bowled,1767,3380,0
3845,606,caught,587,3380,0
3846,658,caught,224,3380,0
3847,,bowled,1754,3380,0
3848,543,caught,1769,3380,0
3849,247,caught,799,3380,0
3850,606,caught,223,3380,0
3851,1754,caught,1593,3378,0
3852,1754,caught,1517,3378,0
3853,224,caught,1589,3378,0
3854,1647,caught,662,3378,0
3855,799,caught,670,3378,0
3856,224,caught,1532,3378,0
3857,1767,caught,1549,3378,0
3858,1769,caught,1509,3378,0
3859,,lbw,1550,3378,0
3860,799,caught,556,3378,0
3861,1517,caught,799,3378,0
3862,662,caught,1681,3378,0
3863,1550,1532,run out,587,3378,0
3864,,lbw,224,3378,0
3865,,lbw,1857,3340,0
3866,,bowled,1860,3340,0
3867,1665,caught,1894,3340,0
3868,463,caught,1897,3340,0
3869,,lbw,1906,3340,0
3870,,bowled,631,3340,0
3871,1647,run out,796,3340,0
3872,,bowled,1098,3340,0
3873,,caught and bowled,795,3340,0
3874,,caught and bowled,1766,3340,0
3875,1906,caught,463,3340,0
3876,796,caught,1665,3340,0
3877,1857,1897,run out,224,3340,0
3878,1860,caught,1647,3340,0
3879,1824,caught,463,3337,0
3880,,bowled,799,3337,0
3881,631,caught,583,3337,0
3882,631,caught,1647,3337,0
3883,,lbw,1894,3337,0
3884,463,caught,1815,3337,0
3885,222,caught,1860,3337,0
3886,1665,caught,1897,3337,0
3887,799,caught,1824,3337,0
3888,222,caught,631,3337,0
3889,575,caught,1906,3337,0
3890,,bowled,795,3337,0
3891,,bowled,1098,3337,0
3892,,bowled,1184,3344,0
3893,399,caught,840,3344,0
3894,,bowled,1207,3344,0
3895,,lbw,687,3344,0
3896,390,caught,526,3344,0
3897,836,caught,1185,3344,0
3898,836,caught,881,3344,0
3899,466,caught,1187,3344,0
3900,881,caught,625,3344,0
3901,,lbw,389,3344,0
3902,840,caught,836,3344,0
3903,,bowled,390,3344,0
3904,1150,caught,591,3316,0
3905,735,caught,609,3316,0
3906,1289,caught,464,3316,0
3907,,bowled,874,3316,0
3908,,lbw,800,3316,0
3909,,lbw,543,3316,0
3910,735,caught,600,3316,0
3911,,lbw,776,3316,0
3912,,caught and bowled,247,3316,0
3913,735,caught,240,3316,0
3914,,lbw,1150,3316,0
3915,,bowled,1289,3316,0
3916,,lbw,1226,3316,0
3917,591,caught,1182,3316,0
3918,,lbw,1259,3316,0
3919,600,stumped,735,3316,0
3920,240,caught,1279,3316,0
3921,600,caught,1264,3316,0
3922,800,run out,527,3316,0
3923,874,caught,1186,3316,0
3924,,bowled,1186,3315,0
3925,600,845,run out,1090,3315,0
3926,,lbw,1289,3315,0
3927,,lbw,1182,3315,0
3928,600,stumped,1226,3315,0
3929,845,caught,1150,3315,0
3930,874,caught,1259,3315,0
3931,845,caught,1264,3315,0
3932,,bowled,1279,3315,0
3933,,bowled,1267,3315,0
3934,,bowled,609,3315,0
3935,1150,caught,464,3315,0
3936,,lbw,845,3315,0
3937,1150,caught,874,3315,0
3938,1150,stumped,800,3315,0
3939,1150,stumped,543,3315,0
3940,527,caught,240,3315,0
3941,,lbw,776,3315,0
3942,,lbw,212,3315,0
3943,,bowled,247,3315,0
3944,,bowled,845,3314,0
3945,,bowled,609,3314,0
3946,,bowled,464,3314,0
3947,,bowled,874,3314,0
3948,1186,caught,819,3314,0
3949,,bowled,800,3314,0
3950,,bowled,1186,3314,0
3951,819,caught,1090,3314,0
3952,543,caught,1289,3314,0
3953,,bowled,1182,3314,0
3954,1951,stumped,463,3313,0
3955,1950,run out,1767,3313,0
3956,660,caught,1681,3313,0
3957,,bowled,224,3313,0
3958,1929,caught,1769,3313,0
3959,960,caught,587,3313,0
3960,,lbw,583,3313,0
3961,1993,1327,run out,575,3313,0
3962,1951,caught,422,3313,0
3963,,lbw,222,3313,0
3964,,bowled,1993,3313,0
3965,224,caught,991,3313,0
3966,422,caught,1929,3313,0
3967,,bowled,1950,3313,0
3968,,bowled,1951,3313,0
3969,,lbw,960,3313,0
3970,422,caught,1327,3313,0
3971,,lbw,2010,3313,0
3972,1327,caught,1681,3312,0
3973,991,caught,1767,3312,0
3974,,bowled,1771,3312,0
3975,,lbw,463,3312,0
3976,1951,caught,224,3312,0
3977,,bowled,422,3312,0
3978,,caught and bowled,587,3312,0
3979,660,caught,575,3312,0
3980,960,caught,223,3312,0
3981,,caught and bowled,991,3312,0
3982,587,caught,1959,3312,0
3983,,bowled,1993,3312,0
3984,422,caught,660,3312,0
3985,224,caught,960,3312,0
3986,422,stumped,1951,3312,0
3987,422,caught,1327,3312,0
3988,,bowled,1910,3312,0
3989,,lbw,1947,3312,0
3990,1769,caught,2010,3312,0
3991,422,caught,1993,3311,0
3992,224,caught,1959,3311,0
3993,,lbw,991,3311,0
3994,224,caught,660,3311,0
3995,224,caught,960,3311,0
3996,1769,caught,1951,3311,0
3997,422,stumped,1947,3311,0
3998,1769,caught,1950,3311,0
3999,587,caught,2010,3311,0
4000,1681,caught,1327,3311,0
4001,1951,caught,1681,3311,0
4002,1951,stumped,463,3311,0
4003,1327,caught,587,3311,0
4004,1959,caught,1771,3311,0
4005,,bowled,224,3311,0
4006,1950,caught,1767,3311,0
4007,224,caught,1993,3310,0
4008,223,caught,1959,3310,0
4009,1770,caught,1951,3310,0
4010,1681,caught,660,3310,0
4011,224,caught,960,3310,0
4012,223,caught,991,3310,0
4013,1993,caught,1770,3310,0
4014,1951,caught,1681,3310,0
4015,1951,caught,1767,3310,0
4016,,lbw,1771,3310,0
4017,1951,caught,587,3310,0
4018,,bowled,422,3310,0
4019,1929,caught,1769,3310,0
4020,,bowled,224,3310,0
4021,960,1951,run out,583,3310,0
4022,1993,caught,223,3310,0
4023,,lbw,1770,3309,0
4024,1993,caught,1681,3309,0
4025,1950,caught,1767,3309,0
4026,1947,caught,224,3309,0
4027,1327,1950,run out,587,3309,0
4028,1959,caught,1769,3309,0
4029,,bowled,583,3309,0
4030,2010,caught,422,3309,0
4031,1951,caught,1752,3309,0
4032,,lbw,223,3309,0
4033,224,caught,1993,3309,0
4034,,caught and bowled,991,3309,0
4035,224,caught,660,3309,0
4036,,bowled,662,3308,0
4037,1063,caught,670,3308,0
4038,230,caught,1551,3308,0
4039,1063,caught,1589,3308,0
4040,983,run out,1517,3308,0
4041,1041,caught,1549,3308,0
4042,1349,caught,236,3308,0
4043,1063,caught,1593,3308,0
4044,1593,caught,992,3307,0
4045,1532,1549,run out,1063,3307,0
4046,1589,caught,1041,3307,0
4047,662,caught,981,3307,0
4048,,bowled,589,3307,0
4049,,bowled,983,3307,0
4050,,lbw,927,3307,0
4051,,lbw,930,3307,0
4052,992,caught,1593,3307,0
4053,,bowled,662,3307,0
4054,1063,caught,670,3307,0
4055,1517,caught,992,3306,0
4056,,lbw,981,3306,0
4057,1549,run out,1041,3306,0
4058,,lbw,994,3306,0
4059,,bowled,930,3306,0
4060,1551,caught,589,3306,0
4061,994,caught,1593,3306,0
4062,1041,caught,1589,3306,0
4063,994,caught,1517,3306,0
4064,,bowled,1061,3305,0
4065,1589,caught,992,3305,0
4066,1517,caught,1063,3305,0
4067,1551,caught,1041,3305,0
4068,236,caught,983,3305,0
4069,,bowled,927,3305,0
4070,1063,caught,1593,3305,0
4071,992,caught,1589,3305,0
4072,589,caught,1478,3305,0
4073,,lbw,664,3374,0
4074,774,caught,1589,3374,0
4075,2127,caught,1478,3374,0
4076,2127,caught,670,3374,0
4077,,bowled,1551,3374,0
4078,569,caught,662,3374,0
4079,774,218,run out,1532,3374,0
4080,570,564,run out,1509,3374,0
4081,,bowled,2127,3374,0
4082,1589,caught,569,3374,0
4083,,bowled,774,3374,0
4084,1532,run out,1334,3374,0
4085,,bowled,570,3374,0
4086,1478,caught,218,3374,0
4087,1589,caught,564,3374,0
4088,1532,caught,2029,3374,0
4089,546,caught,2122,3374,0
4090,,caught and bowled,2077,3374,0
4091,981,caught,2165,3373,0
4092,983,caught,1435,3373,0
4093,2102,caught,685,3373,0
4094,,caught and bowled,19,3373,0
4095,,lbw,355,3373,0
4096,983,caught,708,3373,0
4097,589,caught,1,3373,0
4098,930,run out,2177,3373,0
4099,983,caught,2,3373,0
4100,747,caught,182,3373,0
4101,1435,caught,2102,3373,0
4102,,bowled,209,3373,0
4103,,lbw,1041,3373,0
4104,685,caught,981,3373,0
4105,355,caught,930,3373,0
4106,2157,caught,589,3373,0
4107,2157,caught,588,3373,0
4108,708,caught,983,3373,0
4109,800,caught,1226,3372,0
4110,600,caught,1186,3372,0
4111,464,caught,1150,3372,0
4112,,bowled,1182,3372,0
4113,600,caught,733,3372,0
4114,,lbw,1259,3372,0
4115,,bowled,1286,3372,0
4116,819,caught,1264,3372,0
4117,464,run out,527,3372,0
4118,968,run out,1267,3372,0
4119,1182,caught,819,3372,0
4120,1226,caught,606,3372,0
4121,1681,caught,1305,3371,0
4122,587,caught,1365,3371,0
4123,799,caught,1343,3371,0
4124,587,caught,1344,3371,0
4125,1647,run out,1341,3371,0
4126,1769,caught,758,3371,0
4127,1344,caught,799,3371,0
4128,1341,caught,1681,3371,0
4129,,lbw,1765,3371,0
4130,1305,1395,run out,587,3371,0
4131,,bowled,1767,3371,0
4132,1431,caught,224,3371,0
4133,664,caught,2165,3370,0
4134,,lbw,19,3370,0
4135,,lbw,1435,3370,0
4136,1517,caught,685,3370,0
4137,,lbw,355,3370,0
4138,1589,caught,708,3370,0
4139,,bowled,2177,3370,0
4140,1,caught,664,3370,0
4141,685,caught,1478,3370,0
4142,637,caught,1517,3370,0
4143,2102,caught,2127,3369,0
4144,209,run out,569,3369,0
4145,,lbw,218,3369,0
4146,,bowled,1334,3369,0
4147,2102,caught,570,3369,0
4148,981,caught,2122,3369,0
4149,747,caught,564,3369,0
4150,981,caught,2029,3369,0
4151,774,caught,209,3369,0
4152,2127,caught,2102,3369,0
4153,543,caught,1681,3368,0
4154,,lbw,799,3368,0
4155,,lbw,1767,3368,0
4156,600,caught,1766,3368,0
4157,600,stumped,587,3368,0
4158,240,caught,1647,3368,0
4159,776,caught,224,3368,0
4160,658,caught,223,3368,0
4161,,bowled,1752,3368,0
4162,799,caught,819,3368,0
4163,,bowled,464,3368,0
4164,,lbw,1365,3367,0
4165,1259,caught,1341,3367,0
4166,1186,caught,1305,3367,0
4167,1182,run out,1344,3367,0
4168,1182,run out,1343,3367,0
4169,,lbw,1395,3367,0
4170,1182,caught,758,3367,0
4171,1286,run out,1308,3367,0
4172,1150,run out,1410,3367,0
4173,,bowled,1139,3367,0
4174,758,caught,1186,3367,0
4175,,bowled,1259,3367,0
4176,,caught and bowled,1226,3367,0
4177,1365,caught,617,3367,0
4178,1341,caught,1150,3367,0
4179,1305,caught,1182,3367,0
4180,,bowled,1286,3367,0
4181,1365,caught,1264,3367,0
4182,,bowled,527,3367,0
4183,981,caught,664,3366,0
4184,,bowled,1478,3366,0
4185,,lbw,1517,3366,0
4186,2102,caught,662,3366,0
4187,,bowled,1551,3366,0
4188,209,589,run out,670,3366,0
4189,1044,caught,236,3366,0
4190,589,caught,1589,3366,0
4191,982,caught,546,3366,0
4192,1041,caught,1550,3366,0
4193,1589,caught,2102,3366,0
4194,,lbw,589,3366,0
4195,,lbw,1041,3366,0
4196,1517,caught,209,3366,0
4197,,lbw,930,3366,0
4198,,lbw,1044,3366,0
4199,,bowled,981,3366,0
4200,,lbw,983,3366,0
4201,236,run out,982,3366,0
4202,218,caught,19,3365,0
4203,218,caught,1435,3365,0
4204,,bowled,2165,3365,0
4205,1334,caught,685,3365,0
4206,,bowled,355,3365,0
4207,,bowled,708,3365,0
4208,708,caught,189,3365,0
4209,19,caught,2127,3365,0
4210,,lbw,569,3365,0
4211,,bowled,2122,3365,0
4212,355,caught,570,3365,0
4213,708,caught,218,3365,0
4214,685,caught,1334,3365,0
4215,355,caught,2029,3365,0
4216,,bowled,726,3365,0
4217,1647,caught,1139,3364,0
4218,,bowled,1186,3364,0
4219,1752,caught,733,3364,0
4220,1752,caught,1226,3364,0
4221,1647,caught,1259,3364,0
4222,1754,caught,1150,3364,0
4223,1647,run out,1286,3364,0
4224,224,1752,run out,1264,3364,0
4225,1681,caught,527,3364,0
4226,1647,caught,1267,3364,0
4227,1286,caught,799,3364,0
4228,1150,caught,587,3364,0
4229,,bowled,1681,3364,0
4230,1150,caught,1766,3364,0
4231,1150,stumped,1767,3364,0
4232,1150,caught,224,3364,0
4233,,lbw,1647,3364,0
4234,1150,caught,223,3364,0
4235,1403,caught,819,3363,0
4236,1305,caught,464,3363,0
4237,1410,caught,606,3363,0
4238,1344,caught,658,3363,0
4239,1343,caught,800,3363,0
4240,1341,caught,600,3363,0
4241,1395,run out,543,3363,0
4242,800,caught,1365,3363,0
4243,600,caught,1305,3363,0
4244,240,600,run out,1403,3363,0
4245,,lbw,1343,3363,0
4246,240,caught,1344,3363,0
4247,247,800,600,run out,758,3363,0
4248,800,caught,1341,3363,0
4249,600,caught,1380,3363,0
4250,,bowled,1438,3363,0
4251,,bowled,1396,3363,0
4252,,bowled,2127,3334,0
4253,223,caught,1782,3334,0
4254,224,caught,569,3334,0
4255,422,caught,2076,3334,0
4256,463,caught,1858,3334,0
4257,1782,caught,463,3334,0
4258,564,caught,587,3334,0
4259,,bowled,1647,3334,0
4260,219,caught,799,3334,0
4261,1858,caught,1665,3334,0
4262,2076,564,run out,422,3334,0
4263,1782,caught,224,3334,0
4264,,bowled,223,3334,0
4265,1858,caught,1769,3334,0
4266,531,caught,1645,3334,0
4267,,bowled,799,3333,0
4268,774,caught,463,3333,0
4269,1782,caught,587,3333,0
4270,,lbw,1647,3333,0
4271,1782,caught,1665,3333,0
4272,1782,caught,422,3333,0
4273,1368,caught,1769,3333,0
4274,774,caught,583,3333,0
4275,218,caught,223,3333,0
4276,1782,564,run out,1645,3333,0
4277,,lbw,1782,3333,0
4278,1647,caught,569,3333,0
4279,422,caught,2127,3333,0
4280,1769,caught,2122,3333,0
4281,422,caught,1368,3333,0
4282,422,caught,1782,3332,0
4283,224,caught,2127,3332,0
4284,,caught and bowled,1368,3332,0
4285,422,caught,569,3332,0
4286,224,caught,774,3332,0
4287,224,caught,1334,3332,0
4288,,bowled,564,3332,0
4289,569,caught,422,3332,0
4290,218,caught,463,3332,0
4291,,bowled,1647,3332,0
4292,,bowled,1681,3332,0
4293,,bowled,587,3332,0
4294,2029,run out,224,3332,0
4295,,bowled,1766,3332,0
4296,218,caught,583,3332,0
4297,,bowled,223,3332,0
4298,,bowled,1769,3332,0
4299,463,caught,174,3331,0
4300,587,caught,1782,3331,0
4301,587,caught,569,3331,0
4302,,bowled,1368,3331,0
4303,1769,caught,218,3331,0
4304,,bowled,774,3331,0
4305,463,caught,564,3331,0
4306,,lbw,1681,3331,0
4307,,lbw,1766,3331,0
4308,,lbw,587,3331,0
4309,218,caught,1647,3331,0
4310,,lbw,463,3331,0
4311,218,caught,422,3331,0
4312,1782,caught,224,3331,0
4313,564,caught,1769,3331,0
4314,218,stumped,223,3331,0
4315,1334,774,run out,1097,3331,0
4316,1782,caught,1681,3330,0
4317,1368,caught,463,3330,0
4318,,bowled,1766,3330,0
4319,569,caught,1647,3330,0
4320,,bowled,224,3330,0
4321,1368,caught,422,3330,0
4322,1368,caught,587,3330,0
4323,1334,caught,1769,3330,0
4324,218,caught,223,3330,0
4325,,bowled,1097,3330,0
4326,422,caught,1782,3330,0
4327,,bowled,189,3326,0
4328,,lbw,218,3326,0
4329,,caught and bowled,1334,3326,0
4330,236,run out,2023,3326,0
4331,670,caught,774,3326,0
4332,726,caught,1517,3326,0
4333,2023,caught,670,3326,0
4334,218,caught,1478,3326,0
4335,,bowled,662,3326,0
4336,189,caught,664,3326,0
4337,,bowled,1549,3326,0
4338,1334,caught,1551,3326,0
4339,,bowled,236,3326,0
4340,2027,caught,1509,3326,0
4341,2029,caught,1550,3326,0
4342,662,caught,569,3324,0
4343,,lbw,1368,3324,0
4344,670,caught,2023,3324,0
4345,236,caught,1334,3324,0
4346,,lbw,189,3324,0
4347,,lbw,2027,3324,0
4348,,lbw,2029,3324,0
4349,1532,caught,218,3324,0
4350,,bowled,2077,3324,0
4351,546,caught,189,3321,0
4352,1517,caught,569,3321,0
4353,664,caught,2023,3321,0
4354,,lbw,1334,3321,0
4355,,bowled,1368,3321,0
4356,,bowled,2027,3321,0
4357,,bowled,2029,3321,0
4358,1478,caught,218,3321,0
4359,664,caught,2077,3321,0
4360,1549,caught,1568,3321,0
4361,189,caught,1517,3321,0
4362,1368,caught,1478,3321,0
4363,189,caught,670,3321,0
4364,726,caught,1551,3321,0
4365,1368,caught,1593,3321,0
4366,2077,caught,1549,3321,0
4367,1549,caught,1782,3319,0
4368,,lbw,569,3319,0
4369,670,caught,1334,3319,0
4370,664,caught,545,3319,0
4371,1478,run out,2023,3319,0
4372,664,caught,774,3319,0
4373,664,caught,219,3319,0
4374,,lbw,567,3319,0
4375,664,caught,2077,3319,0
4376,670,caught,1858,3319,0
4377,1858,caught,1593,3319,0
4378,774,caught,1478,3319,0
4379,662,caught,1782,3317,0
4380,1549,662,run out,174,3317,0
4381,662,caught,569,3317,0
4382,1549,caught,1334,3317,0
4383,556,caught,774,3317,0
4384,1858,caught,1593,3317,0
4385,1782,caught,1517,3317,0
4386,174,run out,1478,3317,0
4387,774,run out,1551,3317,0
4388,774,1858,run out,670,3317,0
4389,1334,caught,1549,3317,0
4390,1858,caught,662,3317,0
4391,1334,caught,236,3317,0
4392,1334,caught,1532,3317,0
4393,1858,caught,556,3317,0
4394,1211,caught,189,3297,0
4395,,caught and bowled,218,3297,0
4396,1720,caught,774,3297,0
4397,1211,stumped,1368,3297,0
4398,523,run out,2023,3297,0
4399,,bowled,1334,3297,0
4400,,bowled,2025,3297,0
4401,,bowled,571,3297,0
4402,,bowled,701,3297,0
4403,,bowled,750,3297,0
4404,218,caught,1211,3297,0
4405,,lbw,741,3297,0
4406,,bowled,523,3297,0
4407,1368,caught,753,3297,0
4408,218,caught,1720,3297,0
4409,,bowled,743,3297,0
4410,218,caught,844,3297,0
4411,2025,caught,1663,3297,0
4412,218,caught,1226,3303,0
4413,774,caught,1251,3303,0
4414,,lbw,1186,3303,0
4415,1334,caught,733,3303,0
4416,2023,caught,735,3303,0
4417,189,caught,1182,3303,0
4418,,bowled,1150,3303,0
4419,1259,caught,189,3303,0
4420,1150,stumped,1368,3303,0
4421,1095,caught,2023,3303,0
4422,1150,caught,1334,3303,0
4423,,bowled,218,3303,0
4424,,bowled,2025,3303,0
4425,1139,caught,1481,3303,0
4426,,bowled,218,3301,0
4427,,lbw,189,3301,0
4428,,lbw,1368,3301,0
4429,,lbw,2023,3301,0
4430,,caught and bowled,1334,3301,0
4431,,bowled,2025,3301,0
4432,1150,stumped,774,3301,0
4433,1226,caught,1481,3301,0
4434,,bowled,2029,3301,0
4435,2025,caught,1186,3301,0
4436,726,caught,1226,3301,0
4437,,bowled,733,3301,0
4438,2023,caught,1186,3299,0
4439,2029,caught,1090,3299,0
4440,218,caught,1226,3299,0
4441,,bowled,1182,3299,0
4442,,bowled,733,3299,0
4443,1368,caught,1150,3299,0
4444,1368,caught,1251,3299,0
4445,1334,caught,735,3299,0
4446,2023,caught,1271,3299,0
4447,,bowled,1264,3299,0
4448,,bowled,189,3299,0
4449,1182,caught,218,3299,0
4450,,lbw,2025,3299,0
4451,1182,caught,2023,3299,0
4452,,lbw,1368,3299,0
4453,,lbw,774,3299,0
4454,155,caught,1063,3338,0
4455,708,caught,589,3338,0
4456,708,caught,790,3338,0
4457,163,708,run out,1346,3338,0
4458,708,caught,1041,3338,0
4459,,caught and bowled,930,3338,0
4460,19,caught,983,3338,0
4461,384,caught,927,3338,0
4462,,lbw,982,3338,0
4463,2157,caught,981,3338,0
4464,790,caught,2165,3338,0
4465,1063,caught,1435,3338,0
4466,1063,caught,19,3338,0
4467,982,caught,355,3338,0
4468,1063,caught,708,3338,0
4469,19,caught,1063,3336,0
4470,19,caught,790,3336,0
4471,,bowled,589,3336,0
4472,637,caught,1346,3336,0
4473,384,caught,981,3336,0
4474,685,caught,930,3336,0
4475,708,caught,983,3336,0
4476,,bowled,230,3336,0
4477,708,caught,1041,3336,0
4478,384,caught,590,3336,0
4479,790,caught,2165,3336,0
4480,,caught and bowled,19,3336,0
4481,,bowled,19,3335,0
4482,981,caught,2165,3335,0
4483,,bowled,1435,3335,0
4484,209,caught,355,3335,0
4485,1346,caught,708,3335,0
4486,,bowled,685,3335,0
4487,981,caught,2,3335,0
4488,981,caught,384,3335,0
4489,209,caught,163,3335,0
4490,1041,caught,155,3335,0
4491,,bowled,1063,3335,0
4492,163,caught,1041,3335,0
4493,355,caught,1346,3335,0
4494,2165,384,run out,589,3335,0
4495,708,caught,930,3335,0
4496,,lbw,983,3335,0
4497,163,caught,927,3335,0
4498,1365,caught,1186,3350,0
4499,1344,caught,1139,3350,0
4500,1395,caught,1150,3350,0
4501,1305,caught,1289,3350,0
4502,1326,caught,1259,3350,0
4503,1365,caught,1251,3350,0
4504,1344,caught,1182,3350,0
4505,,bowled,1264,3350,0
4506,1395,1403,run out,1286,3350,0
4507,,bowled,527,3350,0
4508,,bowled,987,3350,0
4509,,bowled,1365,3350,0
4510,1259,caught,1305,3350,0
4511,1264,caught,1326,3350,0
4512,1150,caught,1305,3348,0
4513,,bowled,1365,3348,0
4514,,bowled,1430,3348,0
4515,1150,caught,1326,3348,0
4516,,lbw,758,3348,0
4517,1150,caught,1344,3348,0
4518,1267,caught,1395,3348,0
4519,,bowled,1380,3348,0
4520,,bowled,1431,3348,0
4521,,obstructing the field,1186,3348,0
4522,758,caught,1150,3348,0
4523,,bowled,1289,3348,0
4524,1326,caught,1182,3348,0
4525,1344,caught,1251,3348,0
4526,1326,caught,1139,3348,0
4527,758,run out,1286,3348,0
4528,,bowled,1430,3347,0
4529,1150,caught,1365,3347,0
4530,1182,caught,1305,3347,0
4531,1259,caught,1344,3347,0
4532,1289,caught,1341,3347,0
4533,1305,caught,1226,3347,0
4534,1344,caught,1150,3347,0
4535,1431,caught,1186,3347,0
4536,,bowled,1289,3347,0
4537,1380,caught,1259,3347,0
4538,1344,caught,1182,3347,0
4539,1395,caught,1251,3347,0
4540,1380,caught,1264,3347,0
4541,,caught and bowled,527,3347,0
4542,,bowled,1286,3347,0
4543,1150,caught,1305,3346,0
4544,1150,caught,1365,3346,0
4545,1289,caught,1344,3346,0
4546,1150,caught,1430,3346,0
4547,,caught and bowled,1341,3346,0
4548,,lbw,1395,3346,0
4549,1259,caught,1326,3346,0
4550,1251,caught,641,3346,0
4551,,bowled,1431,3346,0
4552,1226,caught,1403,3346,0
4553,1430,caught,1226,3346,0
4554,641,caught,1186,3346,0
4555,,bowled,1150,3346,0
4556,1305,caught,1289,3346,0
4557,1150,caught,1430,3343,0
4558,1259,caught,1305,3343,0
4559,1289,caught,1344,3343,0
4560,1279,caught,1341,3343,0
4561,1430,caught,1226,3343,0
4562,1380,run out,1186,3343,0
4563,641,caught,733,3343,0
4564,1344,caught,1289,3343,0
4565,1344,caught,1182,3343,0
4566,1430,caught,1150,3343,0
4567,1395,caught,1259,3343,0
4568,,caught and bowled,1279,3343,0
4569,,lbw,1264,3343,0
4570,1326,caught,1251,3343,0
4571,1365,caught,209,3328,0
4572,987,caught,589,3328,0
4573,1341,caught,1063,3328,0
4574,1431,caught,981,3328,0
4575,1431,caught,1346,3328,0
4576,987,caught,229,3328,0
4577,987,caught,983,3328,0
4578,,lbw,853,3328,0
4579,1341,run out,982,3328,0
4580,,bowled,987,3328,0
4581,209,caught,1365,3328,0
4582,209,caught,1341,3328,0
4583,,caught and bowled,1326,3328,0
4584,,bowled,758,3328,0
4585,1063,caught,1430,3328,0
4586,,bowled,1380,3328,0
4587,981,caught,1410,3328,0
4588,1346,caught,1431,3328,0
4589,1341,caught,209,3325,0
4590,,lbw,1063,3325,0
4591,987,caught,1346,3325,0
4592,,bowled,981,3325,0
4593,1365,caught,229,3325,0
4594,,bowled,930,3325,0
4595,1341,1438,run out,853,3325,0
4596,1438,caught,983,3325,0
4597,,bowled,987,3325,0
4598,930,981,run out,1430,3325,0
4599,983,run out,1341,3325,0
4600,1063,caught,1365,3325,0
4601,983,run out,758,3325,0
4602,209,caught,1395,3325,0
4603,209,run out,1380,3325,0
4604,209,981,run out,1326,3325,0
4605,983,caught,1403,3325,0
4606,,bowled,1438,3325,0
4607,,lbw,1305,3323,0
4608,,lbw,1430,3323,0
4609,,lbw,1344,3323,0
4610,983,caught,1365,3323,0
4611,983,caught,987,3323,0
4612,981,caught,1395,3323,0
4613,,lbw,1403,3323,0
4614,992,caught,1341,3323,0
4615,,bowled,1431,3323,0
4616,982,caught,1380,3323,0
4617,1344,run out,209,3323,0
4618,1430,caught,992,3323,0
4619,1341,caught,589,3323,0
4620,,lbw,981,3323,0
4621,1430,caught,1346,3323,0
4622,,bowled,1063,3323,0
4623,,lbw,853,3323,0
4624,,lbw,983,3323,0
4625,,bowled,982,3323,0
4626,,bowled,819,3377,0
4627,182,caught,606,3377,0
4628,355,caught,658,3377,0
4629,19,caught,800,3377,0
4630,182,caught,600,3377,0
4631,1,caught,464,3377,0
4632,2165,run out,543,3377,0
4633,543,caught,19,3377,0
4634,600,stumped,1435,3377,0
4635,247,caught,685,3377,0
4636,600,stumped,2165,3377,0
4637,543,caught,355,3377,0
4638,543,caught,1,3377,0
4639,,bowled,708,3377,0
4640,819,600,run out,2177,3377,0
4641,800,caught,664,3376,0
4642,800,caught,670,3376,0
4643,800,caught,1589,3376,0
4644,,bowled,1517,3376,0
4645,776,caught,1551,3376,0
4646,606,caught,236,3376,0
4647,,bowled,1532,3376,0
4648,600,stumped,1549,3376,0
4649,,bowled,819,3376,0
4650,1589,stumped,606,3376,0
4651,,lbw,1365,3375,0
4652,708,caught,1305,3375,0
4653,,lbw,1403,3375,0
4654,708,caught,1344,3375,0
4655,,bowled,1343,3375,0
4656,708,caught,1341,3375,0
